,from,to,references
17497,PIK3CA,RAC1,Adhesome:10592173;Adhesome:9148763
17498,RAC1,PIK3CA,Adhesome:10592173;Adhesome:9148763
17499,HRAS,CAV1,Adhesome:8621645;CellTalkDB:8621645;HPRD:8621645;LRdb:8621645;SPIKE_LC:8621645;connectomeDB2020:8621645
17500,ITGAL,CSK,Adhesome:10592173
17501,CSK,ITGAL,Adhesome:10592173
17502,RAC1,VAV3,Adhesome:10523675;Adhesome:10592173;HPRD:10523675
17503,VAV3,RAC1,Adhesome:10523675;Adhesome:10592173;HPRD:10523675
17504,CRKL,DOCK1,Adhesome:10592173
17505,DOCK1,CRKL,Adhesome:10592173
17506,ITGA3,CD151,Adhesome:10734060;Adhesome:14676841;BioGRID:10734060;Cellinker:11884516;Cellinker:26992919;HPMR:10842354;HPMR:15677332;HPRD:14676841;IntAct:10811835;IntAct:14557253
17507,SRC,VAV1,Adhesome:1311423;Adhesome:1531699
17508,VAV1,SRC,Adhesome:1311423;Adhesome:1531699
17509,ITGAX,CSK,Adhesome:10592173
17510,CSK,ITGAX,Adhesome:10592173
17511,CSK,ITGA8,Adhesome:10592173
17512,ITGA8,CSK,Adhesome:10592173
17513,FYN,ABL1,Adhesome:17474147;DOMINO:17474147;KEA:12522270;KEA:16912036;KEA:17570479;ProtMapper:11847100;ProtMapper:16076903;ProtMapper:16787943;SPIKE_LC:17474147
17514,ITGB7,PTK2,Adhesome:10592173
17515,PTK2,ITGB7,Adhesome:10592173;PhosphoSite:16874740
17516,LYN,SRC,Adhesome:18070987;Adhesome:9169421;IntAct:22581261;KEA:17570479;ProtMapper:26536590
17517,SRC,LYN,Adhesome:18070987;Adhesome:9169421;IntAct:22581261;KEA:17570479
17518,PTPN1,CRK,Adhesome:8940134;DEPOD:12799422;SPIKE_LC:12799422
17519,AKT1,PLCG1,Adhesome:16525023;DOMINO:16525023;IntAct:16525023;PhosphoSite:1370476
17520,ITGB3,PTK2,ACSN:10022831;ACSN:10545505;ACSN:11553709;ACSN:16919435;ACSN:19161977;ACSN:19339212;ACSN:7512751;ACSN:7529872;ACSN:7657702;ACSN:8636223;ACSN:8755653;Adhesome:10592173;Adhesome:11927607;Adhesome:11940607;Adhesome:8649427;Adhesome:9169439;HPRD:8649427
17521,PTK2,ITGB3,Adhesome:10592173;Adhesome:11927607;Adhesome:11940607;Adhesome:8649427;Adhesome:9169439;HPRD:8649427
17522,ITGA5,ENG,Adhesome:22940691;Cellinker:22940691;Cellinker:30761306
17523,ACTB,RHOA,Adhesome:10592173
17524,RHOA,ACTB,Adhesome:10592173
17525,SRC,ITGB8,Adhesome:10592173
17526,ITGB8,SRC,Adhesome:10592173
17527,CSK,ITGA9,Adhesome:10592173
17528,ITGA9,CSK,Adhesome:10592173
17529,ITGB6,CSK,Adhesome:10592173
17530,CSK,ITGB6,Adhesome:10592173
17531,RAC1,PTK2B,Adhesome:10592173
17532,PTK2B,RAC1,Adhesome:10592173
17533,CSK,ITGA7,Adhesome:10592173
17534,ITGA7,CSK,Adhesome:10592173
17535,ARHGEF7,ARHGEF12,Adhesome:10592173
17536,ARHGEF12,ARHGEF7,Adhesome:10592173
17537,ITGB5,PTK2,Adhesome:10592173;Adhesome:11927607;Adhesome:15673687;ProtMapper:22824793
17538,PTK2,ITGB5,Adhesome:10592173;Adhesome:11927607;Adhesome:15673687
17539,PRKCA,PTK2,Adhesome:10592173
17540,PTK2,PRKCA,Adhesome:10592173
17541,SSH1,LIMK1,Adhesome:11832213;Adhesome:15660133;DEPOD:15660133;IntAct:15660133
17542,ITGB5,CSK,Adhesome:10592173
17543,CSK,ITGB5,Adhesome:10592173
17544,ITGB4,CSK,Adhesome:10592173
17545,CSK,ITGB4,Adhesome:10592173
17546,ITGB7,CSK,Adhesome:10592173
17547,CSK,ITGB7,Adhesome:10592173
17548,FYN,SRC,Adhesome:16966330;Adhesome:19711372;Adhesome:9169421;KEA:17570479;SPIKE_LC:16966330
17549,SRC,FYN,Adhesome:16966330;Adhesome:19711372;Adhesome:9169421;KEA:17570479;SPIKE_LC:16966330
17550,SRC,ITGB5,Adhesome:10592173;NetPath:19910644
17551,ITGB5,SRC,Adhesome:10592173;NetPath:19910644
17552,PTPN6,VAV3,Adhesome:10592173
17553,VAV3,PTPN6,Adhesome:10592173
17554,ITGB4,PTK2,Adhesome:10592173;Adhesome:12110680;CancerCellMap:12110680;CancerCellMap:7721947;HPRD:12110680;NetPath:12110680
17555,PTK2,ITGB4,Adhesome:10592173;Adhesome:12110680;CancerCellMap:12110680;CancerCellMap:7721947;HPRD:12110680;NetPath:12110680
17556,ITGA5,CSK,Adhesome:10592173
17557,CSK,ITGA5,Adhesome:10592173
17558,HRAS,ARHGEF6,Adhesome:10592173
17559,ARHGEF6,HRAS,Adhesome:10592173
17560,ABL1,PKD1,Adhesome:17474147;DOMINO:17474147;KEA:12637538;SPIKE_LC:17474147
17561,ITGA4,CSK,Adhesome:10592173
17562,CSK,ITGA4,Adhesome:10592173
17563,ITGA10,CSK,Adhesome:10592173
17564,CSK,ITGA10,Adhesome:10592173
17565,FYN,FLNA,Adhesome:17474147;DOMINO:17474147;KEA:17570479;SPIKE_LC:17474147
17566,PLCG1,VAV2,Adhesome:10592173
17567,VAV2,PLCG1,Adhesome:10592173
17568,ITGB3BP,ITGB3,Adhesome:11864709;Adhesome:7593198;BioGRID:11864709;CellTalkDB:7593198;Cellinker:11864709;Cellinker:7593198;HPRD:11864709;HPRD:7593198;LRdb:119;LRdb:7593198;Lit-BM-17:11864709;Lit-BM-17:7593198
17569,SRC,ITGB7,Adhesome:10592173
17570,ITGB7,SRC,Adhesome:10592173
17571,PTPN1,PLCG1,Adhesome:17128263;Adhesome:18515860;DEPOD:21123182
17572,SRC,SDCBP,Adhesome:18832467;PhosphoSite:22349701;PhosphoSite:33732417;ProtMapper:22349701;ProtMapper:27578500
17573,CSK,ITGAD,Adhesome:10592173
17574,ITGAD,CSK,Adhesome:10592173
17575,CASP8,VIM,Adhesome:10469173;Adhesome:11423904;Adhesome:16169070;HPRD-phos:10469173;HPRD-phos:11423904;HPRD:10469173;HPRD:11423904;SPIKE_LC:16169070
17576,ITGB2,CSK,Adhesome:10592173
17577,CSK,ITGB2,Adhesome:10592173
17578,SRC,ITGB4,Adhesome:10592173
17579,ITGB4,SRC,Adhesome:10592173
17580,MAPK1,ROCK1,Adhesome:10592173
17581,ROCK1,MAPK1,Adhesome:10592173
17582,CSK,ITGA11,Adhesome:10592173
17583,ITGA11,CSK,Adhesome:10592173
17584,SRC,DNM2,Adhesome:15834155;BioGRID:21411625;DOMINO:15834155;HPRD:15834155;Lit-BM-17:15834155;PhosphoSite:21411625;PhosphoSite:33113375;ProtMapper:25372749;SPIKE_LC:15834155
17585,ITGB3,CSK,Adhesome:10592173;Adhesome:11940607
17586,CSK,ITGB3,Adhesome:10592173;Adhesome:11940607
17587,SLC9A1,RDX,Adhesome:10592173;Adhesome:11163215;Adhesome:11279064
17588,RDX,SLC9A1,Adhesome:10592173;Adhesome:11163215;Adhesome:11279064
17589,THY1,ARHGAP35,Adhesome:10592173
17590,ARHGAP35,THY1,Adhesome:10592173
17591,THY1,ARHGAP5,Adhesome:10592173
17592,ARHGAP5,THY1,Adhesome:10592173
17593,SYK,VAV3,Adhesome:10592173
17594,VAV3,SYK,Adhesome:10592173
17595,PPP2CA,MAPK8,Adhesome:21958460;DEPOD:10322434
17596,SYK,ITGB3,Adhesome:11042121;Adhesome:11719224;Adhesome:11940607;Adhesome:15699036;Adhesome:17353363;Adhesome:8631894;KEA:11723131;KEA:15699036;KEA:18088087;KEA:8631894;iPTMnet:8631894;phosphoELM:8631894
17597,ITGB1,CSK,Adhesome:10592173
17598,CSK,ITGB1,Adhesome:10592173
17599,ITGA3,CSK,Adhesome:10592173
17600,CSK,ITGA3,Adhesome:10592173
17601,CSK,ITGA1,Adhesome:10592173
17602,ITGA1,CSK,Adhesome:10592173
17603,ITGB8,CSK,Adhesome:10592173
17604,CSK,ITGB8,Adhesome:10592173
17605,PTPN11,VAV3,Adhesome:10592173;NetPath:12577067
17606,VAV3,PTPN11,Adhesome:10592173;NetPath:12577067
17607,PRKACA,MAPK1,Adhesome:10592173
17608,MAPK1,PRKACA,Adhesome:10592173
17609,PDPK1,PIK3CA,Adhesome:10592173
17610,PIK3CA,PDPK1,Adhesome:10592173
17611,SLC9A1,MSN,Adhesome:10592173;Adhesome:11163215
17612,MSN,SLC9A1,Adhesome:10592173;Adhesome:11163215
17613,PTPN1,PTPN11,Adhesome:8615784;DEPOD:21123182
17614,ITGAV,CSK,Adhesome:10592173
17615,CSK,ITGAV,Adhesome:10592173
17616,ITGB1,ENG,Adhesome:22940691;Cellinker:22940691;Cellinker:30761306
17617,PRKCA,PTPN1,Adhesome:8491187;Adhesome:93259136;KEA:17570479;KEA:8491187;KEA:93259136;KEA:9600099;PhosphoSite:8491187;phosphoELM:8491187
17618,ROCK1,MARCKS,Adhesome:15708490;KEA:14963034;KEA:15708490;KEA:8557118
17619,CAPN1,ITGB3,Adhesome:7592818;HPRD-phos:7592818;HPRD:7592818
17620,CALR,ITGAV,Adhesome:12196561;CellTalkDB:12196561;HPRD:12196561;LRdb:12196561;connectomeDB2020:12196561
17621,CALR,ITGA3,Adhesome:11327697;Adhesome:8006073;CellTalkDB:8006073;HPRD:11327697;HPRD:8006073;LRdb:113;LRdb:8006073;connectomeDB2020:11327697;connectomeDB2020:8006073
17622,ARF1,INSR,Adhesome:9197239;CellTalkDB:9197239;HPRD:9197239;LRdb:9197239;MPPI:9197239;connectomeDB2020:9197239
17623,FYN,IRS1,Adhesome:8631859;HPRD:8631859;KEA:11259577;KEA:17570479;KEA:8631859;NetPath:19888448;iPTMnet:8631859
17624,PKD1,HSPB1,Adhesome:15728188;KEA:1332886;KEA:15302935;KEA:15728188;KEA:16097034;KEA:16565220;KEA:16964243;KEA:17081983;KEA:1730670;KEA:18088087;KEA:7799959;KEA:93076920;ProtMapper:28361035;iPTMnet:15728188
17625,ROCK1,PTK2,Adhesome:15247219;Adhesome:16760434;HPRD:15247219;KEA:12960434;KEA:15247219;KEA:16254240;KEA:16760434;KEA:7529876;ProtMapper:10744763;ProtMapper:15247219;ProtMapper:16760434;ProtMapper:17745990;ProtMapper:22348083;ProtMapper:9182576;iPTMnet:16760434;phosphoELM:16760434
17626,INSR,SRC,Adhesome:15337529;HPRD:15337529;KEA:17570479
17627,FYN,VAV2,Adhesome:11262396;KEA:17570479
17628,ITGAV,THY1,Adhesome:15897908;HPRD:15897908;connectomeDB2020:18346467
17629,MAPK8,SHC1,Adhesome:15688026;HPRD:15688026;iPTMnet:11602589
17630,PRKCA,MYH9,Adhesome:1899200;Adhesome:91113708;Adhesome:9545325;KEA:17570479;KEA:1899200;KEA:91113708;KEA:9545325;PhosphoSite:17567956;PhosphoSite:1899200;PhosphoSite:21316371;PhosphoSite:25544611;PhosphoSite:29208598;PhosphoSite:9545325;ProtMapper:15212693;phosphoELM:1899200;phosphoELM:9545325
17631,ANG,EGFR,CellTalkDB:30449278;ICELLNET:29606349;ProtMapper:19254952
17632,ANG,PLXNB2,ICELLNET:29100074;connectomeDB2020:29100074
17633,APOB,ENO1,ICELLNET:29997113;connectomeDB2020:29997113
17634,APOB,LRP2,Baccin2019:10330424;CellTalkDB:10330424;Cellinker:10330424;HPRD:10330424;ICELLNET:10330424;LRdb:10330424;SPIKE_LC:16713569;connectomeDB2020:10330424
17635,APOB,LSR,CellTalkDB:7615497;Cellinker:7615497;ICELLNET:29178324;LRdb:7615497;Ramilowski2015:7615497;connectomeDB2020:7615497;talklr:7615497
17636,APOE,LDLR,Baccin2019:11327878;Baccin2019:12036960;CellTalkDB:11327878;Cellinker:11327878;Cellinker:12036962;Cellinker:15840700;Cellinker:31677479;HPRD:12036962;ICELLNET:24447298;IntAct:20030366;IntAct:24447298;LRdb:11327878;LRdb:12;Lit-BM-17:24447298;connectomeDB2020:11327878;connectomeDB2020:12036962
17637,APOE,LSR,Cellinker:7615497;ICELLNET:29178324
17638,APOE,SCARB1,Baccin2019:12138091;CellTalkDB:12138091;Cellinker:12138091;HPRD:12138091;ICELLNET:12138091;LRdb:12138091;connectomeDB2020:12138091
17639,BSG,KDR,ICELLNET:25825981
17640,BTC,ERBB3,CellTalkDB:9312020;Cellinker:9312020;ICELLNET:30249613;LRdb:9312020;Ramilowski2015:9312020;connectomeDB2020:9312020;talklr:9312020
17641,BTLA,TNFRSF14,Baccin2019:15568026;CellChatDB:21941365;CellTalkDB:22437870;Cellinker:15568026;Cellinker:21941365;HPRD:15568026;ICELLNET:12796776;ICELLNET:15568026;LRdb:22437870;Lit-BM-17:21982860;connectomeDB2020:15568026
17642,TNFRSF14,BTLA,Baccin2019:24205057;HPRD:15568026;Lit-BM-17:21982860;connectomeDB2020:29061848
17643,BTLA,VTCN1,Baccin2019:12796776;CellTalkDB:12796776;HPRD:12796776;ICELLNET:12796776;LRdb:12796776;connectomeDB2020:12796776
17644,VTCN1,BTLA,Cellinker:12796776;HPRD:12796776
17645,C3,CR1,CellTalkDB:9988761;Cellinker:10382758;Cellinker:9988761;HPRD:10382758;HPRD:9988761;ICELLNET:2551147;ICELLNET:9988761;InnateDB:2141838;LRdb:104;LRdb:9988761;connectomeDB2020:10382758;connectomeDB2020:9988761
17646,C3,CR2,CellChatDB:16234578;CellTalkDB:17434528;Cellinker:16234578;Cellinker:16785534;HPRD:11684127;HPRD:1830068;ICELLNET:6230668;InnateDB:19164292;IntAct:11387479;IntAct:21527715;connectomeDB2020:30566277
17647,C4BPA,CD40,CellTalkDB:12818164;Cellinker:12818164;ICELLNET:12818164;LRdb:12818164;Ramilowski2015:12818164;connectomeDB2020:12818164;talklr:12818164
17648,CCL11,ACKR1,CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158
17649,CCL11,ACKR2,CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404
17650,CCL13,ACKR1,Baccin2019:24890717;CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158
17651,CCL13,ACKR2,Baccin2019:24890717;CellChatDB:26740381;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;SPIKE_LC:16189514;connectomeDB2020:9405404
17652,CCL14,ACKR1,CellChatDB:26740381;CellTalkDB:9405404;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:9405404
17653,CCL14,ACKR2,CellChatDB:26740381;CellTalkDB:9660793;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:9660793;connectomeDB2020:9405404
17654,CCL16,CCR1,CellTalkDB:11470772;Cellinker:10910894;Cellinker:11470772;DIP:10910894;DIP:11470772;HPRD:10910894;HPRD:11470772;ICELLNET:22633458;InnateDB:11470772;LRdb:11;LRdb:11470772;connectomeDB2020:10910894;connectomeDB2020:11470772
17655,CCL16,CCR2,CellTalkDB:11470772;Cellinker:11470772;DIP:11470772;HPRD:11470772;ICELLNET:22633458;InnateDB:11470772;LRdb:11470772;connectomeDB2020:11470772
17656,CCL16,CCR5,CellTalkDB:11470772;Cellinker:11470772;HPRD:11470772;ICELLNET:22633458;InnateDB:11470772;LRdb:11470772;connectomeDB2020:11470772
17657,CCL16,CCR8,CellTalkDB:10910894;Cellinker:10910894;DIP:10910894;HPRD:10910894;ICELLNET:22633458;LRdb:10910894;connectomeDB2020:10910894
17658,CCL17,ACKR1,CellChatDB:26740381;Cellinker:13679391;Cellinker:26740381;HPRD:13679391;ICELLNET:22633458;LRdb:10699158;LRdb:13679391;connectomeDB2020:13679391
17659,CCL17,ACKR2,CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:25297873
17660,CCL18,CCR3,CellTalkDB:23951310;Cellinker:23951310;Cellinker:29637711;ICELLNET:22633458;ICELLNET:23999500;InnateDB:10640766;connectomeDB2020:24218476;scConnect:23951310
17661,CCL18,CCR8,CellTalkDB:24218476;Cellinker:24218476;ICELLNET:23999500;InnateDB:23999500;LRdb:24218476;connectomeDB2020:24218476
17662,CCL18,PITPNM3,ICELLNET:22633458;InnateDB:21481794;connectomeDB2020:24218476
17663,CCL2,ACKR1,CellChatDB:26740381;Cellinker:13679391;Cellinker:17416748;Cellinker:26740381;HPRD:13679391;HPRD:17416748;ICELLNET:22633458;InnateDB:8132497;LRdb:10699158;LRdb:13679391;LRdb:17;connectomeDB2020:13679391;connectomeDB2020:17416748
17664,CCL2,ACKR2,Baccin2019:9364936;Baccin2019:9405404;CellChatDB:26740381;Cellinker:26740381;Cellinker:9364936;Cellinker:9405404;HPRD:9364936;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;SPIKE_LC:16189514;connectomeDB2020:9364936;connectomeDB2020:9405404
17665,CCL22,ACKR2,CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;Cellinker:29637711;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:25297873
17666,CCL23,ACKR2,CellTalkDB:10699158;ICELLNET:22633458;LRdb:10699158
17667,CCL23,FPR2,Cellinker:29637711;ICELLNET:22633458
17668,CCL24,ACKR2,CellChatDB:26740381;CellTalkDB:10699158;Cellinker:26740381;ICELLNET:22633458;LRdb:10699158
17669,CCL26,CCR1,Cellinker:15039444;HPRD:15039444;ICELLNET:15039444;ICELLNET:22633458;InnateDB:15039444;LRdb:15039444;connectomeDB2020:15039444
17670,CCL26,CCR5,Cellinker:29637711;ICELLNET:15039444;ICELLNET:22633458;InnateDB:15039444
17671,CCL26,CX3CR1,Cellinker:29637711;ICELLNET:20974991;ICELLNET:22633458;InnateDB:20974991
17672,CCL28,CCR10,Baccin2019:10781587;Baccin2019:10975800;Cellinker:10781587;Cellinker:10975800;HPRD:10781587;HPRD:10975800;ICELLNET:22633458;LRdb:10781587;LRdb:11;connectomeDB2020:10781587;connectomeDB2020:10975800
17673,CCL28,CCR3,Baccin2019:10975800;Baccin2019:12964882;CellTalkDB:12964882;Cellinker:10975800;Cellinker:12964882;HPRD:10975800;ICELLNET:22633458;LRdb:11;LRdb:12964882;connectomeDB2020:10975800;connectomeDB2020:12964882
17674,CCL3,ACKR2,CellChatDB:26740381;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404
17675,CCL3L3,ACKR2,CellChatDB:26740381;CellTalkDB:10364178;Cellinker:26740381;Cellinker:29637711;HPRD:10364178;ICELLNET:22633458;LRdb:10699158;connectomeDB2020:10364178;connectomeDB2020:25297873
17676,CCL3L3,CCR1,Baccin2019:10202040;Baccin2019:10660125;Baccin2019:11170631;Baccin2019:12381680;Baccin2019:7545673;Baccin2019:8530354;Baccin2019:9115216;Baccin2019:9624164;Cellinker:11449371;HPRD:11449371;ICELLNET:22633458;LRdb:11449371;connectomeDB2020:11449371
17677,CCL3L3,CCR3,Baccin2019:7594543;Cellinker:11449371;HPRD:11449371;ICELLNET:22633458;LRdb:11449371;connectomeDB2020:11449371
17678,CCL4,ACKR2,CellChatDB:26740381;Cellinker:26740381;Cellinker:29637711;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404
17679,CCL4L1,ACKR2,Cellinker:29637711;ICELLNET:22633458
17680,CCL5,ACKR1,CellChatDB:26740381;Cellinker:12081195;Cellinker:17416748;Cellinker:26740381;HPRD:12081195;HPRD:17416748;ICELLNET:22633458;InnateDB:7592830;InnateDB:8132497;InnateDB:9195930;LRdb:10699158;LRdb:12081195;LRdb:17;connectomeDB2020:12081195;connectomeDB2020:17416748
17681,CCL5,ACKR2,CellChatDB:26740381;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;SPIKE_LC:16189514;connectomeDB2020:9405404
17682,CCL5,SDC1,Baccin2019:14637022;CellTalkDB:14637022;Cellinker:12270118;Cellinker:14637022;Cellinker:8573157;HPRD:14637022;ICELLNET:14637022;LRdb:14637022;SPIKE_LC:16189514;connectomeDB2020:14637022
17683,CCL5,SDC4,Baccin2019:14637022;Cellinker:14637022;HPRD:14637022;ICELLNET:14637022;LRdb:14637022;connectomeDB2020:14637022
17684,CCL7,ACKR2,CellChatDB:26740381;Cellinker:26740381;Cellinker:9364936;Cellinker:9405404;HPRD:9364936;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9364936;connectomeDB2020:9405404
17685,CCL8,ACKR2,CellChatDB:26740381;Cellinker:26740381;Cellinker:9405404;HPRD:9405404;ICELLNET:22633458;InnateDB:9405404;LRdb:10699158;connectomeDB2020:9405404
17686,CCL8,CCR1,Cellinker:9115216;DIP:9115216;HPRD:9115216;ICELLNET:22633458;InnateDB:9115216;LRdb:10699158;connectomeDB2020:9115216
17687,CCN1,SDC4,Baccin2019:16275757;ICELLNET:16275757;connectomeDB2020:16275757
17688,CD160,TNFRSF14,CellTalkDB:21959263;Cellinker:21959263;Cellinker:30885361;ICELLNET:18193050;LRdb:21959263;Lit-BM-17:21982860;connectomeDB2020:21959263
17689,TNFRSF14,CD160,Lit-BM-17:21982860;connectomeDB2020:31332204
17690,ICAM3,CD209,CellTalkDB:15795245;HPRD:10721994;HPRD:11017109;HPRD:11799126;connectomeDB2020:15795245
17691,CD209,ICAM3,Cellinker:10721994;HPRD:10721994;HPRD:11017109;HPRD:11799126;ICELLNET:10721994;connectomeDB2020:10721994
17692,CD24,SIGLEC10,CellTalkDB:31367043;ICELLNET:31367043
17693,CD80,CD274,Baccin2019:24819296;CellChatDB:17629517;CellChatDB:18585785;Cellinker:17629517;Cellinker:18173375;Cellinker:18585785;Cellinker:31757674;IntAct:18585785;IntAct:20587542;IntAct:21982860;IntAct:23417675;IntAct:31000591;Lit-BM-17:21982860;connectomeDB2020:24819296
17694,CD274,CD80,Baccin2019:24819296;CellTalkDB:17629517;ICELLNET:26927206;IntAct:18585785;IntAct:20587542;IntAct:21982860;IntAct:23417675;IntAct:31000591;LRdb:17629517;Lit-BM-17:21982860;connectomeDB2020:17629517;connectomeDB2020:18585785;connectomeDB2020:20587542
17695,CD47,SIRPG,Cellinker:15294972;ICELLNET:15383453;LRdb:15294972;connectomeDB2020:15294972
17696,SIRPG,CD47,connectomeDB2020:15294972
17697,CD2,CD48,Baccin2019:26794910;HPRD:12356317;SPIKE_LC:16189514;connectomeDB2020:26794910
17698,CD48,CD2,Baccin2019:26794910;HPRD:12356317;ICELLNET:7691954;SPIKE_LC:16189514;connectomeDB2020:18287277;connectomeDB2020:23470321
17699,CD48,CD244,Baccin2019:26794910;CellChatDB:26697006;HPRD:11163399;HPRD:9834056;ICELLNET:26794910;IntAct:15153464;IntAct:16002700;IntAct:18296487;LRdb:15870174;SPIKE_LC:18296487;connectomeDB2020:15870174
17700,CD244,CD48,Baccin2019:21576698;Cellinker:26794910;HPRD:11163399;HPRD:9834056;IntAct:15153464;IntAct:16002700;IntAct:18296487;SPIKE_LC:18296487;connectomeDB2020:26697006
17701,CD58,CD2,BioGRID:11575926;CellTalkDB:30368623;Cellinker:30368623;HPRD:11575926;HPRD:1377404;ICELLNET:7525848;ICELLNET:7544396;Lit-BM-17:11575926;Lit-BM-17:21982860;SPIKE_LC:16189514;connectomeDB2020:23602662
17702,CD72,CD5,HPRD:1711157;HPRD:8806810;ICELLNET:24950378;ICELLNET:8757302;SPIKE_LC:17145710
17703,CDH1,EGFR,Baccin2019:10969083;BioGRID:10969083;CellTalkDB:10969083;Cellinker:10969083;HPRD:10969083;ICELLNET:14681060;ICELLNET:15662113;InnateDB:17548604;IntAct:24658140;IntAct:25241761;IntAct:31980649;LRdb:10969083;Lit-BM-17:24189400;Lit-BM-17:24658140;Lit-BM-17:25241761;Lit-BM-17:25402006;Lit-BM-17:25468996;connectomeDB2020:10969083
17704,CDH1,KLRG1,CellChatDB:19604491;Cellinker:19604491;ICELLNET:16904340;connectomeDB2020:19604491
17705,CEACAM1,HAVCR2,ICELLNET:25363763;ICELLNET:27192565;InnateDB:25363763;connectomeDB2020:26982724
17706,CLEC4G,LAG3,ICELLNET:24769443;connectomeDB2020:24769443
17707,COL1A1,DDR2,Baccin2019:12611880;Baccin2019:9659899;CellTalkDB:12611880;Cellinker:12611880;Cellinker:9659899;HPMR:12611880;HPRD:9659899;ICELLNET:16626936;ICELLNET:9659900;LRdb:12611880;LRdb:97;connectomeDB2020:12611880;connectomeDB2020:9659899
17708,COL1A2,DDR1,Cellinker:16440311;ICELLNET:16626936;ICELLNET:21421911;ICELLNET:9659900;MatrixDB:21044884
17709,COL1A2,DDR2,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17710,COL2A1,DDR1,Baccin2019:9659900;CellTalkDB:9659900;Cellinker:9659900;HPRD:9659900;ICELLNET:16626936;ICELLNET:21421911;ICELLNET:9659900;LRdb:9659900;connectomeDB2020:9659900
17711,COL3A1,DDR1,Baccin2019:9659900;CellTalkDB:9659900;Cellinker:9659900;DIP:22483115;HPRD:9659900;ICELLNET:16626936;ICELLNET:21421911;ICELLNET:9659900;LRdb:9659900;MatrixDB:21044884;connectomeDB2020:9659900
17712,COL3A1,DDR2,Baccin2019:9659899;CellTalkDB:9659899;Cellinker:9659899;Cellinker:9659900;HPRD:9659899;ICELLNET:16626936;ICELLNET:9659900;LRdb:9659899;connectomeDB2020:9659899
17713,COL4A1,DDR1,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17714,COL4A2,DDR1,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17715,COL4A3,DDR1,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17716,COL4A4,DDR1,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17717,COL4A5,DDR1,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17718,COL4A6,DDR1,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17719,COL5A1,DDR1,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17720,COL5A2,DDR1,Baccin2019:9659900;CellTalkDB:9659900;Cellinker:9659900;HPRD:9659900;ICELLNET:16626936;ICELLNET:9659900;LRdb:9659900;connectomeDB2020:9659900
17721,COL5A3,DDR1,Cellinker:9659900;ICELLNET:16626936;ICELLNET:9659900
17722,COL6A1,DDR1,ICELLNET:16626936;ICELLNET:9659900
17723,COL6A2,DDR1,ICELLNET:16626936;ICELLNET:9659900
17724,COL6A3,DDR1,ICELLNET:16626936;ICELLNET:9659900
17725,COL6A5,DDR1,ICELLNET:16626936;ICELLNET:9659900
17726,COL6A6,DDR1,ICELLNET:16626936;ICELLNET:9659900
17727,COL8A1,DDR1,Cellinker:11254672;ICELLNET:16626936;ICELLNET:9659900
17728,CXCL1,ACKR1,CellChatDB:26740381;Cellinker:12734373;Cellinker:26740381;Cellinker:7592830;DIP:7592830;HPMR:12734373;HPRD:7592830;ICELLNET:22633458;ICELLNET:24625696;InnateDB:7592830;InnateDB:8132497;InnateDB:9195930;LRdb:10699158;LRdb:12734373;LRdb:76;connectomeDB2020:12734373;connectomeDB2020:7592830
